Clave,Descripción,Línea,Existencias,Modelo,Talla,Color,Cuenta contable,Clave alterna
BIMEDA-056,MACROSYN 100ML,BIMED,6,,,,,
BIMEDA-055,SOLUCEF PPU 50ML,BIMED,12,,,,,
BIMEDA-054,AMINO-VITA 1 LTO,BIMED,20,,,,,
BIMEDA-053,IMPROMUNE PASTA,BIMED,26,,,,,
BIMEDA-052,DORACIDE INJ 50ML,BIMED,7,,,,,
BIMEDA-051,DORACIDE INY. 500ML,BIMED,16,,,,,
BIMEDA-050,POLYCHEWS + KRILL 120 OC,PQBIM,1,,,,,
BIMEDA-049,POLYCHEWS+KRILL 60 CT,PQBIM,2,,,,,
BIMEDA-048,IMPROMUNE 20 COMP.,PQBIM,0,,,,,
BIMEDA-047,CONDROVET FORCE 40 CAPS,BIMED,3,,,,,
BIMEDA-046,CONDROVET FORCE CATS 45 CAPS,BIMED,1,,,,,
BIMEDA-045,"FERROFORTE INJ,. 100ML",BIMED,24,,,,,
BIMEDA-044,--OSMOND DRY COW  C/24' JERINGAS,BIMED,0,,,,,
BIMEDA-043,70ML APLICADOR POUR ON,BIMED,24,,,,,
BIMEDA-042,SOLUCEF PPU 100ML,BIMED,6,,,,,
BIMEDA-041,BIMECTIN MAX  H1 JERINGA,BIMED,73,,,,,
BIMEDA-040,BIFLUMED PS 20ML 4 MILL,BIMED,0,,,,,
BIMEDA-039,BIMECTIN PLUS 500 ML,BIMED,1,,,,,
BIMEDA-038,ENTERO-CHRONIC 60 SOBRES,PQBIM,0,,,,,
BIMEDA-037,----POLYCHEWS 60  TABLETAS,PQBIM,0,,,,,
BIMEDA-036,ATOPIVET 180 CAP BLIST.,PQBIM,10,,,,,
BIMEDA-035,PRO-ENTERIC 15ML,PQBIM,22,,,,,
BIMEDA-034,ATOPIVET 60 CAP BLIST. C/15,PQBIM,10,,,,,
BIMEDA-033,PRO-ENTERIC 30ML,PQBIM,5,,,,,
BIMEDA-032,ENTERO-CHRONIC 30 SOBRES,PQBIM,0,,,,,
BIMEDA-031,CALMUROFEL 30 COMP,PQBIM,27,,,,,
BIMEDA-030,CALMUROFEL 120 COMP.,PQBIM,0,,,,,
BIMEDA-029,PROPEN G 500ML,BIMED,128,,,,,
BIMEDA-028,FIN BIMOTRIM CO 100 ML***,BIMED,0,,,,,
BIMEDA-027,BIMOXYL LA 250 ML,BIMED,0,,,,,
BIMEDA-026,OXYTOCIN 100 ML,BIMED,0,,,,,
BIMEDA-025,---BIMECTIN LA 100 ML 3.15,BIMED,0,,,,,
BIMEDA-024,BIMECTIN LA 500 3.15,BIMED,4,,,,,
BIMEDA-023,DEXIUM 2MG 100 ML,BIMED,128,,,,,
BIMEDA-022,FLUNAZINE 250 ML,BIMED,132,,,,,
BIMEDA-021,NUTRAVIT 100 GR,BIMED,342,,,,,
BIMEDA-020,TETROXY 280G BIMEDA LS,BIMED,105,,,,,899855300263
BIMEDA-019,BIMECTIN PASTA 6.4GR,BIMED,20,,,,,
BIMEDA-018,DEXIUM SP 100 ML 4 mg,BIMED,14,,,,,899855600004
BIMEDA-017,TETROXY LA 500 ML,BIMED,0,,,,,
BIMEDA-016,BIMECTIN INY. 500 ML,BIMED,23,,,,,
BIMEDA-015,----CALMAG K 500ML EXPORT,BIMED,0,,,,,
BIMEDA-014,SELENATE 100 ML,BIMED,0,,,,,
BIMEDA-013,TETROXY LA 250ML,BIMED,0,,,,,
BIMEDA-012,FLUNAZINE 50 MG/ML 100 ML,BIMED,109,,,,,899855600196
BIMEDA-011,----BIMOXYL LA 100 ML,BIMED,0,,,,,
BIMEDA-010,SELENATE 250 ML,BIMED,2,,,,,
BIMEDA-009,BUTATRON- C/100  TAB,BIMED,0,,,,,
BIMEDA-008,PROPEN G 250 ML,BIMED,305,,,,,
BIMEDA-007,PROPEN G 100ML,BIMED,10,,,,,
BIMEDA-006,BIMECTIN POUR-ON LITRO,BIMED,26,,,,,
BIMEDA-005,BOVITRACE EXTRA 2.5 LTS,BIMED,5,,,,,
BIMEDA-004,AMINOLEAN 500 ML EXPORT,BIMED,1,,,,,623375600301
BIMEDA-003,BIMECTIN POUR ON 5 LTS,BIMED,49,,,,,
BIMEDA-002,EXODUS PASTA 23 G,BIMED,97,,,,,
BIMEDA-001,COPPERSEPT 475 ML,BIMED,114,,,,,623375400703
BEBEDERO-056,COMEDERO TOLVA 1 KG,BEBED,0,,,,,
BEBEDERO-052,COMEDERO LINEAL 90 CM REJILLA,BEBED,0,,,,,
BEBEDERO-050,COMEDERO COLGANTE 11 KG,BEBED,0,,,,,
BEBEDERO-049,TANQUE VERTICAL 5000 LTS,ROTOP,0,,,,,
BEBEDERO-048,TINACO ROTOPLAS 600 LTS 6DP,ROTOP,1,,,,,
BEBEDERO-046,COMEDERO LINEAL 45 CM REJILLA,BEBED,0,,,,,
BEBEDERO-045,COMEDERO LINEAL 60 ML REJILLA,BEBED,0,,,,,
BEBEDERO-044,CONEXION P/ TANQUE NODRIZA,ROTOP,0,,,,,
BEBEDERO-040,BEBEDERO P/POLLO 6 LTS,BEBED,0,,,,,
BEBEDERO-038,TINACO ROTOPLAS 450LTS,ROTOP,0,,,,,
BEBEDERO-037,TANQUE VERTICAL 10000 LTS NEGRO C/CONEX,ROTOP,0,,,,,
BEBEDERO-031,BEBEDERO 4 LTS P/ POLLO ROJO BLANCO,BEBED,17,,,,,
BEBEDERO-030,BEBEDERO P/ POLLO 500 ML,BEBED,0,,,,,
BEBEDERO-029,COMEDERO 1/2 LUNA,BEBED,123,,,,,
BEBEDERO-028,COMEDERO TOLVA 3 KG,BEBED,1,,,,,
BEBEDERO-027,COMEDERO LINEAL 22 - 30 CM,BEBED,0,,,,,
BEBEDERO-026,BEBEDERO TINA 160LTS,BEBED,6,,,,,
BEBEDERO-025,BEBEDERO 2 LTS AVE,BEBED,7,,,,,
BEBEDERO-024,COMEDERO TOLVA LAMINADO 5 KG,BEBED,0,,,,,
BEBEDERO-022,BEBEDERO TINA 210 LTS,BEBED,6,,,,,
BEBEDERO-021,BEBEDERO TINA 310 LTS,BEBED,6,,,,,
BEBEDERO-020,BEBEDERO TINA 400 LTS,BEBED,6,,,,,
BEBEDERO-019,BEBEDERO 4 LTS,,0,,,,,
BEBEDERO-017,COMEDERO CORRUGADO 12X6 MT,BEBED,23,,,,,
BEBEDERO-016,BEBEDERO TINA 110 LITROS,BEBED,0,,,,,
BEBEDERO-015,COMEDERO P/GALLO GRANDE 1.5 LTO.,BEBED,0,,,,,
BEBEDERO-014,COMEDERO PARA GALLO MED.1/2 LITRO,BEBED,0,,,,,
BEBEDERO-013,TINACO ROTOPLAS 1100 LTS,ROTOP,0,,,,,
BEBEDERO-012,TINACO 750 LT TRICAPA 1STEMA MEJOR AGUA,ROTOP,1,,,,,
BEBEDERO-011,BEBEDERO ROTOPLAS 500 LTS,ROTOP,2,,,,,
BEBEDERO-010,COMEDERO CORRUGADO 24X 6 MTS,BEBED,20,,,,,
BEBEDERO-009,PESEBRE EXTRUMEX,BEBED,0,,,,,
BEBEDERO-008,SALADERO EXTRUMEX,BEBED,1,,,,,
BEBEDERO-007,BEBEDERO COMEDERO TIPO CANOA 1000LTS,BEBED,0,,,,,
BEBEDERO-006,COMEDERO CORRUGADO 18X6 MTS,BEBED,41,,,,,
BEBEDERO-005,BEBEDERO TINA 650 LTS,BEBED,6,,,,,
BEBEDERO-004,BEBEDERO TINA 750 LTS,BEBED,6,,,,,
BEBEDERO-003,BEBEDERO ROTOPLAS 1000 LTS REDONDO,ROTOP,2,,,,,
BEBEDERO-002,BEBEDERO REDONDO EXTRUMEX DE 1700 LT,BEBED,3,,,,,
BEBEDERO-001,BEBEDERO ROTOPLAS 1700 LT REDONDO.,ROTOP,2,,,,,
BAYER-097,BAYTRIL 10% 1 LTO SOLUCION ORAL,BAYER,0,,,,,
BAYER-096,SHAMPOO VETRIDERM TERAPEUTICO,BAYER,37,,,,,
BAYER-095,---DESINFECTANTE 1 LTO VIRKONS,BAYER,0,,,,,
BAYER-094,MIRA ADULTOS RAZAS PEQ. 7.5KG,BAYER,0,,,,,
BAYER-093,VERAFLOX 25MG 15ML,BAYER,54,,,,,
BAYER-091,DRONTAL PUPPY 20 ML,BAYER,73,,,,,7501051138559
BAYER-090,SERESTRO COLLAR CHICO,BAYER,9,,,,,4007221052302
BAYER-089,PROFENDER 1.12ML,BAYER,0,,,,,
BAYER-088,PROFENDER CAT 35ML,BAYER,0,,,,,
BAYER-087,DRONTAL PLUS FLAVOUR CAJA C/24 TABLETAS,BAYER,8,,,,,
BAYER-086,-----MAGNOPHOS SOL. INY. 250ML,BAYER,0,,,,,
BAYER-085,NEPTRA OTIC 1 ML,BAYER,89,,,,,
BAYER-084,----,BAYER,0,,,,,
BAYER-083,BAYTRIL FLAVOUR 150MG 10 TAB,BAYER,17,,,,,
BAYER-082,BAYTRIL FLAVOUR TAB. 50MG 30 TAB,BAYER,21,,,,,
BAYER-081,DESINFECTANTE 5 KG (VIRKONS),BAYER,0,,,,,
BAYER-080,----MAGNAPHOSCAL 25KG,BAYER,0,,,,,
BAYER-079,EQUINE RACE EQUINOS FCO 500ML,VARIO,0,,,,,
BAYER-078,BIOTHRINE FLOW 100ML,BAYER,13,,,,,7501051188462
BAYER-077,CALFORM ENERGY 350 ML,BAYER,0,,,,,
BAYER-076,KORTEBA LA 50 ML,BAYER,13,,,,,
BAYER-075,VETRIDERM ESSEC 400 ML,BAYER,44,,,,,
BAYER-074,---EQUILIBRIUM CALCIO 60 TABS,BAYER,0,,,,,
BAYER-073,BOLSA DE CONSERVADOR 18 KG,BAYER,0,,,,,
BAYER-071,BAYTRIL 5% 20 ML,BAYER,38,,,,,7501051174168
BAYER-070,VETRIDERM JABON 100GR,BAYER,311,,,,,7501051100020
BAYER-068,BAMITOL 90 GR.,BAYER,698,,,,,7501051144475
BAYER-067,CATOSAL 20 ML,BAYER,142,,,,,8801334261158
BAYER-066,BAYMEC 1% PROLONG 500 ML,BAYER,0,,,,,
BAYER-064,BOVITRAZ 100 ML,BAYER,"1,511.00",,,,,7501051124279
BAYER-062,BAYTRIL INY 5% 50 ML,BAYER,57,,,,,7501051174175
BAYER-059,ASUNTOL SOBRE 15 GR.,BAYER,"3,691.00",,,,,7501051102901
BAYER-058,BAYTICOL 3% 1L,BAYER,3,,,,,
BAYER-055,VIGANTOL ADE 100 ML,BAYER,114,,,,,7501051101010
BAYER-052,----BAYOFLY CE200 1 LTO,BAYER,0,,,,,
BAYER-050,BAYTICOL DIP 3% 5LTS,BAYER,0,,,,,
BAYER-048,NEGASUNT POLVO (POWDER BLUE),BAYER,130,,,,,7501051105902
BAYER-046,---NEGUVON ORAL 15 GRS.,BAYER,0,,,,,
BAYER-042,ASUNTOL 500 ML,BAYER,40,,,,,
BAYER-040,BAYTICOL P.ON PLUS 1 LT.,BAYER,16,,,,,
BAYER-039,---BAYMEC PLUS PASTA 30 GR,BAYER,0,,,,,
BAYER-038,RODILON PELLETS 25 GR,BAYER,31,,,,,
BAYER-037,----EQUILIBRIUM AGES 60 TAB PIEL Y PELO,BAYER,0,,,,,
BAYER-036,BAYTRIL MAX 250 ML,BAYER,98,,,,,7501051174205
BAYER-035,ASUNTOL LIQUIDO  1 LTO.,BAYER,110,,,,,
BAYER-034,BOVITRAZ 1 LTO.,BAYER,166,,,,,
BAYER-033,ASUNTOL 5 LTS.,BAYER,0,,,,,
BAYER-032,ASUNTOL 10 LTS,BAYER,22,,,,,
BAYER-031,NEGASUNT AEROSOL 300 ML,BAYER,17,,,,,7501051119114
BAYER-030,DRONTAL PLUS 35 KG 1 TABLETA,BAYER,94,,,,,4007221050360
BAYER-028,---VIRKONS VET 10 GR,BAYER,0,,,,,
BAYER-027,SERESTRO COLLAR GRANDE,BAYER,10,,,,,
BAYER-026,ASUNTOL 100 ML,BAYER,"2,317.00",,,,,
BAYER-025,--EQUILIBRIUM VITAMINAS 60 TAB ACTIFORTE,BAYER,0,,,,,
BAYER-024,SUPER BOLFO REFORZADO AEROSOL,BAYER,51,,,,,
BAYER-023,PENIMOX LA 100ML,BAYER,0,,,,,
BAYER-022,CATOSAL 50 ML,BAYER,342,,,,,7501051160727
BAYER-021,RODILON BLOCK 1KG,BAYER,5,,,,,7501051178098
BAYER-020,BAYCOX 5% 1 LTO,BAYER,0,,,,,
BAYER-019,BAYCOX 5% SUSP. 250ML,BAYER,10,,,,,
BAYER-018,VETRIDERM OTO 100ML,BAYER,0,,,,,
BAYER-017,DRONTAL PLUS FLAVOUR 10KG 1 TAB,BAYER,610,,,,,
BAYER-016,BAYTICOL DIP 3% 100 ML,BAYER,100,,,,,7501051178388
BAYER-015,BOLFO POLVO 100 GR,BAYER,538,,,,,7501051120301
BAYER-014,VIGANTOL ADE  FTE 25 ML,BAYER,55,,,,,7501051174243
BAYER-013,ASUNTOL JABON,BAYER,"3,377.00",,,,,7501051100013
BAYER-012,CALFON FTE. 100 ML.,BAYER,209,,,,,7501051138504
BAYER-010,BOLFO SHAMPOO,BAYER,337,,,,,7501051119657
BAYER-009,YATREN CASEINA FTE. 100 ML,BAYER,48,,,,,7501051198416
BAYER-008,VIGANTOL ADE FTE. 500 ML.,BAYER,12,,,,,
BAYER-007,ADVANTAGE MULTI 4 CAT,BAYER,29,,,,,
BAYER-006,ADVANTAGE MULTI GATO 8,BAYER,25,,,,,
BAYER-005,CATOSAL 250 ML.,BAYER,3,,,,,7501051160710
BAYER-004,CATOSAL 100 ML,BAYER,144,,,,,7501051160734
BAYER-003,BAMITOL 200 GR.,BAYER,636,,,,,7501051144307
BAYER-002,BOVITRAZ 10 LTS,BAYER,7,,,,,
BAYER-001,BAYTRIL 10% 25 ML,BAYER,18,,,,,7501051174106
AVILAB-002,THERANEKRON 50 ML,AVILA,0,,,,,
AVILAB-001,SUERO NOVACOC FORTE 250 ML,AVILA,239,,,,,
AVENTIS-001,MAXFORCE GEL JGA. C/ 30 GR.,BAYER,130,,,,,
ASPERSOR-076,ASPERSORA MOTORIZADA AGRICOLA 666001,ASPER,1,,,,,
ASPERSOR-070,ANILLO PISTON G-8 189-054,ASPER,24,,,,,
ASPERSOR-064,EMPAQUE BOQUEREL 803-114,ASPER,16,,,,,
ASPERSOR-061,BOQUILLA  ALTO VOLUMEN,ASPER,0,,,,,
ASPERSOR-054,-----ASPERSORA LOLA 15 LTS,ASPER,0,,,,,
ASPERSOR-048, ASPERSORA 15- 20 LITROS promocional **,ASPER,18,,,,,
ASPERSOR-047,ASPERSOR GARRAPATERO C/ TANQUE,ASPER,0,,,,,
ASPERSOR-045,ASPERSORA 326 MAGNA 20 LTS.,ASPER,8,,,,,
ASPERSOR-044,CAMARA PRESION C/AERSELLO 425-019-C,ASPER,2,,,,,
ASPERSOR-042,BALANCIN C/PERINO 425-012,ASPER,0,,,,,
ASPERSOR-040,CILINDRO COMPLETO 425-024-C,ASPER,0,,,,,
ASPERSOR-031,INTERRUPTOR P/BOMBA SHURFLO,ASPER,1,,,,,
ASPERSOR-030,BASTIDOR SUPERIOR E INTERRUPTOR P/SURFLO,ASPER,0,,,,,
ASPERSOR-029,BASTIDOR SUPERIOR P/SURFLO (94),ASPER,1,,,,,
ASPERSOR-028,PISTON PLASTICO,ASPER,14,,,,,
ASPERSOR-024,TUERCA BOQUEREL,ASPER,10,,,,,
ASPERSOR-023,BIELA ARMADA,ASPER,0,,,,,
ASPERSOR-022,ANILLO PISTON C/RESORTE  501-028-C LOLAY,ASPER,19,,,,,
ASPERSOR-020,ASPERSORA  MOTORIZADA AGRICOLA 666500,ASPER,0,,,,,
ASPERSOR-019,BOQUILLA PLASTICA NEGRA,ASPER,0,,,,,
ASPERSOR-018,KIT INTERRUPTOR P BOMBA SHURFLO,ASPER,6,,,,,
ASPERSOR-017,KIT DE VALVULA P/SHURFLO  (94-232-00),ASPER,0,,,,,
ASPERSOR-016,PISTON PLASTICO C/PERNO 9 425-031,ASPER,0,,,,,
ASPERSOR-015,ASPERSORA COSMO 15 LTS,ASPER,4,,,,,
ASPERSOR-014,BOMBA SHURFLO 2088-443-144 12 VOLTS,ASPER,1,,,,,
ASPERSOR-013,FILTRO DE PLASTICO,ASPER,0,,,,,
ASPERSOR-011,ASPERSORA ELECTRICA 20 LTS,ASPER,0,,,,,
ASPERSOR-010,KIT DE EMPAQUES/LIGAS FILTRO RPK 189-200,ASPER,24,,,,,
ASPERSOR-006,TUBO ROCIADOR MIXTO  803-085,ASPER,2,,,,,
ASPERSOR-005,PISTOLA ECONOMICA 803-075-C,ASPER,8,,,,,
ASPERSOR-004,BOQUILLA COMPLETA  803-092-C,ASPER,16,,,,,
ASPERSOR-003,JGO DE EMPAQUES P*/reparacion cosmo,ASPER,15,,,,,
ASPERSOR-002,ASPERSORA AMERICANA 20 LT,ASPER,0,,,,,
ARETE-034,PINZA PARA ARETE METALICO STYLE 7S,ARETE,0,,,,,
ARETE-032,PINZA P/ ARETE METALICO,ARETE,0,,,,,
ARETE-031,ARETE CAPORAL MAXI,ARETE,100,,,,,
ARETE-030,ARETE CAPORAL GRANDE,ARETE,225,,,,,
ARETE-025,ARETE Z EXTRAGRANDE CON IMPRECION,ARETE,0,,,,,
ARETE-022,AGUJA  P/ARETE ROCKINK,ARETE,7,,,,,
ARETE-021,ARETE OVINO ROCKIN,ARETE,0,,,,,
ARETE-017,PINZA ARETADORAP ARETE Z,ARETE,0,,,,,
ARETE-016,ARETE Z GRANDE     (H2),ARETE,300,,,,,
ARETE-015,ARETE Z EXTRAGRANDE     (H3),ARETE,125,,,,,
ARETE-013,ARETE ARPON FLEXITAG,ARETE,"3,250.00",,,,,
ARETE-012,PINZA FEDLOT,ARETE,0,,,,,
ARETE-011,PINZA ARETADORA TIPO ALLFLEX,ARETE,6,,,,,
ARETE-007,ARETE FLEXITAG MEDIANO S/IMPRESION,ARETE,"1,125.00",,,,,
ARETE-003,ARETE FLEXITAG P/BORREGO,ARETE,600,,,,,
ARETE-002,ARETE FLEXITAG GRANDE S/IMPRESION,ARETE,"1,300.00",,,,,
ARANDA-083,SULFATRYL 25G,ARAND,20,,,,,
ARANDA-082,AMIBAC 24 TABLETAS,ARAND,23,,,,,
ARANDA-081,CLAVOXIVET SUSPENSION 60ML,ARAND,8,,,,,
ARANDA-080,CLAVOXIVET 20 TABLETAS,ARAND,5,,,,,
ARANDA-079,PET GARD INY. 20ML,ARAND,122,,,,,
ARANDA-078,BOLOS UTERINOS DE SULFA UREA 13GR C/25,ARAND,66,,,,,734448000321
ARANDA-077,OXITOCIN 10ML,ARAND,0,,,,,734448001090
ARANDA-076,MELODEX TAB C/30,ARAND,46,,,,,
ARANDA-075,ZURI-COX 5% 240ML,ARAND,19,,,,,734448060257
ARANDA-074,MELODEX GOTAS 10ML,ARAND,57,,,,,
ARANDA-073,MELODEX PETS .5% 20ML,ARAND,6,,,,,734448060486
ARANDA-072,IVERFULL TAB. 10KG C/6 TAB. 400MG,ARAND,902,,,,,734448002318
ARANDA-071,COMPLEJO B REFORZADO 100ML,ARAND,65,,,,,734448006033
ARANDA-070,FERRAJET 100ML,ARAND,39,,,,,734448000673
ARANDA-069,TRIFEN L VITAMINADO 75 TAB,ARAND,58,,,,,7506412700406
ARANDA-068,PET GARD PUPPY 8 TAB. 350MG,ARAND,64,,,,,734448002356
ARANDA-067,SANITOR FORTE 120ML,ARAND,98,,,,,734448000901
ARANDA-066,OFTOFLOX 30ML,ARAND,78,,,,,7506412700024
ARANDA-065,PIRODEX INY. 250ML.,ARAND,14,,,,,
ARANDA-064,ARA-TEST 2500 10ML,ARAND,0,,,,,
ARANDA-063,NEUMOXOL 100ML,ARAND,73,,,,,734448010436
ARANDA-062,PIRODEX 10ML,ARAND,110,,,,,734448009324
ARANDA-061,NEUMOXOL 20 ML,ARAND,44,,,,,
ARANDA-060,IVERFULL CONCENTRADO 3.5% 500ML,ARAND,0,,,,,
ARANDA-059,PARAFEN SUSPENSION 3% 60ML,ARAND,76,,,,,734448009539
ARANDA-058,DIAREX 1% 50 ML,ARAND,0,,,,,
ARANDA-057,PET GARD PLUS 15ML,ARAND,44,,,,,
ARANDA-056,BEEF-SE 100 ML,ARAND,7,,,,,
ARANDA-055,LAXA PET 100 GR,ARAND,229,,,,,734448060806
ARANDA-054,POMADA YODADA 240 G,ARAND,101,,,,,734448001304
ARANDA-053,PARAFEN PASTA 10% 32G.,ARAND,48,,,,,734448009331
ARANDA-052,SHAMPOO PARA CABALLO ZABILA 1 LTO,ARAND,138,,,,,
ARANDA-051,SUPER CHEVINAL TRIPLE A 1LTO,ARAND,59,,,,,734448008501
ARANDA-049,PIRODEX INY 100 ML,ARAND,47,,,,,734448008921
ARANDA-047,ONSEC 350 MG 25 TABS,ARAND,70,,,,,734448013451
ARANDA-046,ASCORBOL INY. 50 ML,ARAND,164,,,,,734448000147
ARANDA-045,-----TRIFEN AVICOLA 100 TABS,ARAND,0,,,,,
ARANDA-044,TRIFEN AVICOLA 50 TABS---,ARAND,4,,,,,734448001557
ARANDA-043,---ARA-TEST 2500 10ML,ARAND,0,,,,,
ARANDA-042,---LASKAVIT 50ML,ARAND,0,,,,,
ARANDA-041,ZURI-COX 5% 100ML,ARAND,30,,,,,
ARANDA-040,NECAIN 10 ML,ARAND,959,,,,,734448001021
ARANDA-039,BEBIDA UNIVERSAL 300 ML P/ TOS,ARAND,130,,,,,734448000260
ARANDA-038,YODO DESINFECTANTE 120 ML,ARAND,144,,,,,734448001755
ARANDA-037,PERVINAL JARABE 250 ML,ARAND,104,,,,,734448002332
ARANDA-036,LASARNOL 120 ML,ARAND,214,,,,,734448000802
ARANDA-035,FERRAJET 10% 20 ML,ARAND,130,,,,,734448005425
ARANDA-034,RAN-TAC 100 ML,ARAND,294,,,,,734448011686
ARANDA-033,IVERFULL 500 ML,ARAND,48,,,,,734448005272
ARANDA-032,IVERFULL 240 ML,ARAND,22,,,,,734448012041
ARANDA-031,ENROXOL L.A. 100 ML,ARAND,34,,,,,734448012591
ARANDA-030,L- VERMIZOL 12%  VIT. 100 ML,ARAND,183,,,,,734448000871
ARANDA-029,L- VERMIZOL 12%  VIT. 50 ML,ARAND,30,,,,,734448000864
ARANDA-028,IVERFULL MACROVIT ADE 500 ML,ARAND,35,,,,,734448005296
ARANDA-027,IVERFULL MACROVIT ADE 100 ML,ARAND,140,,,,,734448012737
ARANDA-026,L- VERMIZOL 12% VIT. 20 ML,ARAND,225,,,,,734448005418
ARANDA-025,PARAFEN PVO 6% 10 GRS,ARAND,542,,,,,734448060707
ARANDA-024,IVERFULL POLVO 10 GRS,ARAND,382,,,,,734448010573
ARANDA-022,IVERFULL PASTA VITAMINADO 32gr,ARAND,798,,,,,7506412700437
ARANDA-021,IVERFULL PASTA 32 GRS,ARAND,739,,,,,734448010399
ARANDA-020,IVERFULL MACROVIT ADE 10 ML,ARAND,318,,,,,734448012720
ARANDA-019,IVERFULL 100 ML,ARAND,175,,,,,734448009706
ARANDA-018,ASCORBOL INY 10 ML,ARAND,254,,,,,734448000130
ARANDA-017,L- VERMIZOL 12% VIT 500 ML,ARAND,4,,,,,734448000895
ARANDA-016,L- VERMIZOL 12% VIT 250 ML,ARAND,73,,,,,734448000888
ARANDA-015,PURGANTE ROJO 227 GRS,ARAND,44,,,,,734448001335
ARANDA-014,EUYACOL FORTE 50 ML,ARAND,79,,,,,734448000598
ARANDA-013,EUYACOL FORTE 100 ML,ARAND,81,,,,,734448000604
ARANDA-012,IVERFULL 10 ML,ARAND,"1,090.00",,,,,734448009690
ARANDA-011,TRIFEN PLUS 100 TABLETAS,ARAND,418,,,,,734448012140
ARANDA-010,BALSAMO BLANCO 240 GRS,ARAND,205,,,,,734448000253
ARANDA-009,BALSAMO BLANCO 100 GRS,ARAND,119,,,,,734448000246
ARANDA-008,ASCORBOL PLUS 100 CAPS,ARAND,516,,,,,734448008600
ARANDA-007,ASCORBOL PLUS 50 CAPS,ARAND,656,,,,,734448008594
ARANDA-006,TRIFEN PLUS 50 CAPS,ARAND,811,,,,,734448010405
ARANDA-005,TRIFEN PLUS 25 TABLETAS,ARAND,702,,,,,734448010412
ARANDA-004,---MICOBAC 40GR,ARAND,0,,,,,
ARANDA-003,OCUSOL POLVO 30 GR,ARAND,603,,,,,734448001038
ARANDA-002,ZEEFOTAX 300MG,ARAND,70,,,,,
ARANDA-001,PARAFEN SUSP. 12.5% 1 LTO,ARAND,10,,,,,734448009171
ANIMALCARE-064,KORADEX 100ML,ANIMA,56,,,,,
ANIMALCARE-063,SELEJET B12 250ML,ANIMA,0,,,,,
ANIMALCARE-062,----ACTIFLOR LA FORTE 100ML,ANIMA,0,,,,,
ANIMALCARE-061,TILOFEL 300 250ML,ANIMA,0,,,,,
ANIMALCARE-060,TILOFEL 300 100ML,ANIMA,0,,,,,
ANIMALCARE-059,MUCIVET POLVO SOLUBLE 5KG,ANIMA,0,,,,,
ANIMALCARE-058,ACTIFLOR LA FORTE 250 ML,ANIMA,0,,,,,
ANIMALCARE-057,FLUNEXIM 100 ML,ANIMA,19,,,,,
ANIMALCARE-056,MATILDEX INY. 250ML,ANIMA,0,,,,,
ANIMALCARE-055,MATILDEX INY. 100ML,ANIMA,0,,,,,
ANIMALCARE-054,BENROL 250 ML,ANIMA,0,,,,,
ANIMALCARE-052,PRAVARTEC 1% 500 ML.,ANIMA,0,,,,,
ANIMALCARE-051,IVERTEC F PREMIUM 500 ML,ANIMA,0,,,,,
ANIMALCARE-050,OXIMIDEX-200 SC 25KG,ANIMA,1,,,,,
ANIMALCARE-048,SULFATTAK PREMIX 25KG,ANIMA,11,,,,,
ANIMALCARE-047,PENBIOTIC MAX 4 MILL U.I,ANIMA,65,,,,,
ANIMALCARE-046,PENBIOTIC LA 250,ANIMA,160,,,,,
ANIMALCARE-045,COMBOPEN MAX 6 MILL,ANIMA,170,,,,,
ANIMALCARE-044,----BENROL SOLUBLE 1 LTO,ANIMA,0,,,,,
ANIMALCARE-043,BENROL SUPER 100 ML,ANIMA,0,,,,,
ANIMALCARE-042,ALTINEX PS SOBRE 10 GR,ANIMA,0,,,,,
ANIMALCARE-041,PENBIOTIC MAX 12 MILL,ANIMA,9,,,,,
ANIMALCARE-040,----COMBEVIT ADE 250,ANIMA,0,,,,,
ANIMALCARE-039,----PARALEV ADE 500 ML,ANIMA,0,,,,,
ANIMALCARE-038,COMBEVIT ADE 100,ANIMA,0,,,,,
ANIMALCARE-036,RTU CEFTAR 250 ML,ANIMA,53,,,,,
ANIMALCARE-035,---SULFATTAK 100 ML,ANIMA,0,,,,,
ANIMALCARE-034,RTU CEFTAR 100 ML,ANIMA,46,,,,,
ANIMALCARE-032,SELEJECT B12 50 ML,ANIMA,2,,,,,
ANIMALCARE-031,SELEJECT B12 10 ML,ANIMA,11,,,,,
ANIMALCARE-030,PROFOSFAN 250ML,ANIMA,0,,,,,
ANIMALCARE-029,PROFOSFAN 100 ML,ANIMA,0,,,,,
ANIMALCARE-028,PIROMIN 250ML,ANIMA,52,,,,,
ANIMALCARE-027,-----PIROMIN 100ML,ANIMA,0,,,,,
ANIMALCARE-026,OXIPULSIN 250 ML,ANIMA,0,,,,,
ANIMALCARE-025,OXIPULSIN 10ML,ANIMA,374,,,,,
ANIMALCARE-024,MAMITEX 200 GR.----,ANIMA,12,,,,,
ANIMALCARE-023,FLUNEXIM 250,ANIMA,80,,,,,
ANIMALCARE-021,ALTIMYCIN LA 250 ML,ANIMA,13,,,,,
ANIMALCARE-020,BENROL SUPER 250 ML,ANIMA,34,,,,,
ANIMALCARE-019,AZULEX 100 MLSPRAY,ANIMA,473,,,,,
ANIMALCARE-018,COMBOPEN MAX 4 MILL,ANIMA,0,,,,,
ANIMALCARE-017,TRISPLAM 100 ML,ANIMA,0,,,,,
